Path ID,ADV,,,,Origin,Destination,ADV
54-145,8.68,,,,54,145,8.68
145-3118,8.29,,,,145,3118,8.29
177-26,2.91,,,,177,26,2.91
131-29,16.41,,,,131,29,16.41
28-88,50.68,,,,28,88,50.68
185-3112,482.78,,,,185,3112,482.78
179-88,18.89,,,,179,88,18.89
176-3112,686.69,,,,176,3112,686.69
135-44,9.62,,,,135,44,9.62
127-149,59.21,,,,127,149,59.21
25143,56.19,,,,25143,,56.19
81-192,276.82,,,,81,192,276.82
40-3117,33.75,,,,40,3117,33.75
21-27,1.93,,,,21,27,1.93
21-158,1.11,,,,21,158,1.11
166-76,9.01,,,,166,76,9.01
191-158,31.32,,,,191,158,31.32
24-28,235.52,,,,24,28,235.52
107-166,1.68,,,,107,166,1.68
17-47,3,,,,17,47,3
31-190,24.49,,,,31,190,24.49
193-35,4.3,,,,193,35,4.3
24-60,32.49,,,,24,60,32.49
44-60,0.66,,,,44,60,0.66
142-106,36.02,,,,142,106,36.02
27-100,3.51,,,,27,100,3.51
18-181,25.11,,,,18,181,25.11
66-27,1.2,,,,66,27,1.2
181-127,376.68,,,,181,127,376.68
31-166,11.81,,,,31,166,11.81
163-152,16.34,,,,163,152,16.34
177-3081,4.11,,,,177,3081,4.11
69-18,5.55,,,,69,18,5.55
192-149,5,,,,192,149,5
115-107,80.09,,,,115,107,80.09
191-31,70.84,,,,191,31,70.84
26-185,47.03,,,,26,185,47.03
28-3065,15.64,,,,28,3065,15.64
145-3101,5.1,,,,145,3101,5.1
86-3071,203.81,,,,86,3071,203.81
185-149,242.4,,,,185,149,242.4
116-35,2.15,,,,116,35,2.15
107-171,5.64,,,,107,171,5.64
44-3071,7.13,,,,44,3071,7.13
179-111,5.17,,,,179,111,5.17
156-26,29.73,,,,156,26,29.73
181-86,670.74,,,,181,86,670.74
34-131,1.28,,,,34,131,1.28
111-21,22.85,,,,111,21,22.85
31-76,22.09,,,,31,76,22.09
181-37,139.76,,,,181,37,139.76
107-44,1.38,,,,107,44,1.38
40-111,1.24,,,,40,111,1.24
108-18,23.28,,,,108,18,23.28
107-85,17.98,,,,107,85,17.98
37-41,8.28,,,,37,41,8.28
107-108,9.61,,,,107,108,9.61
131-131,42.82,,,,131,131,42.82
177-64,6.86,,,,177,64,6.86
60-158,1.32,,,,60,158,1.32
66-100,57.18,,,,66,100,57.18
146-135,94.7,,,,146,135,94.7
75-177,8.05,,,,75,177,8.05
145-3065,0.81,,,,145,3065,0.81
149-69,4.11,,,,149,69,4.11
116-117,58.95,,,,116,117,58.95
11-179,12.68,,,,11,179,12.68
44-3118,5.12,,,,44,3118,5.12
193-16,13.11,,,,193,16,13.11
104-11,14.95,,,,104,11,14.95
145-103,11.36,,,,145,103,11.36
150-107,20.17,,,,150,107,20.17
176-127,627.01,,,,176,127,627.01
142-135,46.56,,,,142,135,46.56
194-110,56.73,,,,194,110,56.73
125-64,51.01,,,,125,64,51.01
66-70,39.32,,,,66,70,39.32
17-3112,16.04,,,,17,3112,16.04
177-122,17.54,,,,177,122,17.54
34-25,2.67,,,,34,25,2.67
29-76,25.79,,,,29,76,25.79
104-41,18.41,,,,104,41,18.41
64-100,83.68,,,,64,100,83.68
177-179,18.81,,,,177,179,18.81
75-37,5.89,,,,75,37,5.89
88-100,959.66,,,,88,100,959.66
100-64,113.37,,,,100,64,113.37
185-108,205.39,,,,185,108,205.39
117-3102,38.68,,,,117,3102,38.68
31-135,22.58,,,,31,135,22.58
192-18,13.06,,,,192,18,13.06
131-64,23.63,,,,131,64,23.63
85-117,333.29,,,,85,117,333.29
69-3114,6.99,,,,69,3114,6.99
88-152,258.88,,,,88,152,258.88
41-149,2.33,,,,41,149,2.33
194-21,160.75,,,,194,21,160.75
193-171,18.52,,,,193,171,18.52
156-111,10.07,,,,156,111,10.07
41-139,3.96,,,,41,139,3.96
68-69,62.9,,,,68,69,62.9
130-18,10.84,,,,130,18,10.84
24-106,58.06,,,,24,106,58.06
31-17,199.37,,,,31,17,199.37
41-127,3.7,,,,41,127,3.7
100-158,2.87,,,,100,158,2.87
28-165,14.65,,,,28,165,14.65
21-34,14.68,,,,21,34,14.68
68-3117,16.55,,,,68,3117,16.55
130-117,9.92,,,,130,117,9.92
43-192,3.11,,,,43,192,3.11
129-69,30.04,,,,129,69,30.04
64-135,35.7,,,,64,135,35.7
35-106,4.8,,,,35,106,4.8
31-3081,6.39,,,,31,3081,6.39
166-185,12.59,,,,166,185,12.59
68-190,47.22,,,,68,190,47.22
21-181,9.62,,,,21,181,9.62
106-35,1.44,,,,106,35,1.44
100-76,101.53,,,,100,76,101.53
28-176,77.18,,,,28,176,77.18
166-108,4.26,,,,166,108,4.26
41-114,11.58,,,,41,114,11.58
127-131,41.76,,,,127,131,41.76
28-25,10.47,,,,28,25,10.47
86-192,91.4,,,,86,192,91.4
100-177,3.97,,,,100,177,3.97
85-54,96.82,,,,85,54,96.82
69-69,119.12,,,,69,69,119.12
107-16,9.1,,,,107,16,9.1
185-29,681.96,,,,185,29,681.96
146-3081,7.22,,,,146,3081,7.22
85-146,82.5,,,,85,146,82.5
24-171,31.73,,,,24,171,31.73
156-3024,7.61,,,,156,3024,7.61
35-64,2.84,,,,35,64,2.84
41-24,22.15,,,,41,24,22.15
158-16,4.34,,,,158,16,4.34
135-103,71.94,,,,135,103,71.94
179-25,0.67,,,,179,25,0.67
20-129,5.81,,,,20,129,5.81
69-60,4.46,,,,69,60,4.46
107-31,8.03,,,,107,31,8.03
115-74,35.99,,,,115,74,35.99
106-66,10.98,,,,106,66,10.98
100-192,24.92,,,,100,192,24.92
35-69,3.61,,,,35,69,3.61
110-103,39.67,,,,110,103,39.67
40-35,28.23,,,,40,35,28.23
146-110,14.59,,,,146,110,14.59
27334,51.18,,,,27334,,51.18
177-3071,6.44,,,,177,3071,6.44
41-76,4.82,,,,41,76,4.82
139-31,9.73,,,,139,31,9.73
131-177,18.17,,,,131,177,18.17
86-41,37.61,,,,86,41,37.61
108-37,5.07,,,,108,37,5.07
135-41,5.99,,,,135,41,5.99
28-3101,23.8,,,,28,3101,23.8
116-181,25.94,,,,116,181,25.94
85-115,409.9,,,,85,115,409.9
81-177,123.65,,,,81,177,123.65
100-35,3.96,,,,100,35,3.96
152-171,34.2,,,,152,171,34.2
165-156,24.88,,,,165,156,24.88
117-3112,61.04,,,,117,3112,61.04
131-166,13.6,,,,131,166,13.6
139-146,8.05,,,,139,146,8.05
28-185,44.21,,,,28,185,44.21
191-3118,17.11,,,,191,3118,17.11
108-86,148.53,,,,108,86,148.53
145-20,11,,,,145,20,11
156-136,11.55,,,,156,136,11.55
150-18,37.05,,,,150,18,37.05
31-192,31.38,,,,31,192,31.38
179-20,16.52,,,,179,20,16.52
43-24,12.09,,,,43,24,12.09
145-185,50.89,,,,145,185,50.89
130-21,6.64,,,,130,21,6.64
193-192,32.03,,,,193,192,32.03
40-17,56.98,,,,40,17,56.98
142-127,35.92,,,,142,127,35.92
139-100,22.82,,,,139,100,22.82
37-76,5.73,,,,37,76,5.73
43-69,5.12,,,,43,69,5.12
191-152,62.66,,,,191,152,62.66
125-41,18.86,,,,125,41,18.86
40-3081,10.1,,,,40,3081,10.1
139-104,2.6,,,,139,104,2.6
103-44,10.15,,,,103,44,10.15
152-149,20.34,,,,152,149,20.34
44-131,1.67,,,,44,131,1.67
29-54,22.72,,,,29,54,22.72
190-85,15.71,,,,190,85,15.71
190-156,11.25,,,,190,156,11.25
44-163,0.8,,,,44,163,0.8
31-114,46.51,,,,31,114,46.51
108-70,125.96,,,,108,70,125.96
60-64,504.31,,,,60,64,504.31
139-149,20.19,,,,139,149,20.19
111-35,2.72,,,,111,35,2.72
115-70,136.77,,,,115,70,136.77
135-86,36.66,,,,135,86,36.66
116-69,12.94,,,,116,69,12.94
17-116,6.15,,,,17,116,6.15
54-25,2.23,,,,54,25,2.23
115-104,47.37,,,,115,104,47.37
177-60,1.83,,,,177,60,1.83
66-111,6.67,,,,66,111,6.67
114-26,11.69,,,,114,26,11.69
181-47,61.41,,,,181,47,61.41
64-127,65.56,,,,64,127,65.56
129-27,2.82,,,,129,27,2.82
31-176,72.93,,,,31,176,72.93
43796,1.02,,,,43796,,1.02
190-171,18.18,,,,190,171,18.18
66-68,96.92,,,,66,68,96.92
179-60,3.16,,,,179,60,3.16
20-3112,8.73,,,,20,3112,8.73
127-171,79.27,,,,127,171,79.27
116-166,5.38,,,,116,166,5.38
21-69,6.99,,,,21,69,6.99
60-3101,2.35,,,,60,3101,2.35
177-190,19.57,,,,177,190,19.57
26-3024,45.54,,,,26,3024,45.54
17-108,8.14,,,,17,108,8.14
28-145,61.33,,,,28,145,61.33
76-29,31.07,,,,76,29,31.07
54-35,24.15,,,,54,35,24.15
146-60,7.03,,,,146,60,7.03
60-3117,5.02,,,,60,3117,5.02
194-3024,65.87,,,,194,3024,65.87
100-25,5.66,,,,100,25,5.66
171-60,48.43,,,,171,60,48.43
81-76,258.09,,,,81,76,258.09
115-156,47.34,,,,115,156,47.34
37-47,2.52,,,,37,47,2.52
111-104,12.37,,,,111,104,12.37
181-122,1030.32,,,,181,122,1030.32
85-76,392.24,,,,85,76,392.24
194-177,133.17,,,,194,177,133.17
192-131,14.06,,,,192,131,14.06
100-194,82.9,,,,100,194,82.9
156-179,42.47,,,,156,179,42.47
16-43,46.85,,,,16,43,46.85
35-43,11.93,,,,35,43,11.93
81-27,14.88,,,,81,27,14.88
43-181,6.92,,,,43,181,6.92
54-3112,5.28,,,,54,3112,5.28
85-3071,209.94,,,,85,3071,209.94
136-3117,1.97,,,,136,3117,1.97
111-25,6.63,,,,111,25,6.63
16377,24.77,,,,16377,,24.77
74-146,35.25,,,,74,146,35.25
193-146,8.13,,,,193,146,8.13
165-150,43.47,,,,165,150,43.47
60-129,12.49,,,,60,129,12.49
68-66,53.66,,,,68,66,53.66
135-166,5.66,,,,135,166,5.66
43-125,4.75,,,,43,125,4.75
106-3102,18.2,,,,106,3102,18.2
29-60,24.89,,,,29,60,24.89
20-165,8.32,,,,20,165,8.32
139-129,3.61,,,,139,129,3.61
69-135,5.52,,,,69,135,5.52
88-25,38.23,,,,88,25,38.23
135-135,38.2,,,,135,135,38.2
18-26,38.09,,,,18,26,38.09
86-104,104.04,,,,86,104,104.04
35-156,5.58,,,,35,156,5.58
127-24,75.68,,,,127,24,75.68
114-85,67.08,,,,114,85,67.08
114-44,10.25,,,,114,44,10.25
43-177,0.74,,,,43,177,0.74
85-181,781.18,,,,85,181,781.18
122-149,247.37,,,,122,149,247.37
145-34,2.23,,,,145,34,2.23
115-3024,16.87,,,,115,3024,16.87
139-150,31.54,,,,139,150,31.54
110-37,4.03,,,,110,37,4.03
115-75,54.85,,,,115,75,54.85
60-135,8.07,,,,60,135,8.07
17-136,1.47,,,,17,136,1.47
130-43,5.07,,,,130,43,5.07
85-192,239.86,,,,85,192,239.86
34-185,12.22,,,,34,185,12.22
125-181,46.46,,,,125,181,46.46
106-54,7.58,,,,106,54,7.58
54-114,13.13,,,,54,114,13.13
194-107,117.15,,,,194,107,117.15
149-3118,2.08,,,,149,3118,2.08
191-24,47.25,,,,191,24,47.25
28-103,41.85,,,,28,103,41.85
31-107,25.55,,,,31,107,25.55
64-47,2.62,,,,64,47,2.62
37-104,2.46,,,,37,104,2.46
69-129,4.31,,,,69,129,4.31
81-135,65.79,,,,81,135,65.79
104-29,42.39,,,,104,29,42.39
21-104,18.66,,,,21,104,18.66
68-26,64.26,,,,68,26,64.26
26-47,0.82,,,,26,47,0.82
129-181,36.38,,,,129,181,36.38
74-37,20.94,,,,74,37,20.94
40-171,10.38,,,,40,171,10.38
142-3071,48.79,,,,142,3071,48.79
122-110,152.03,,,,122,110,152.03
130-54,28.05,,,,130,54,28.05
181-125,175.07,,,,181,125,175.07
150-41,17.73,,,,150,41,17.73
47-194,1.89,,,,47,194,1.89
115-116,65.19,,,,115,116,65.19
117-145,15.98,,,,117,145,15.98
193-88,45.31,,,,193,88,45.31
31-191,19.84,,,,31,191,19.84
54-149,3.54,,,,54,149,3.54
114-177,7.3,,,,114,177,7.3
139-115,7.68,,,,139,115,7.68
177-3101,2.72,,,,177,3101,2.72
11-106,17.66,,,,11,106,17.66
166-66,6.12,,,,166,66,6.12
131-3118,20.74,,,,131,3118,20.74
194-74,93.73,,,,194,74,93.73
139-156,15.28,,,,139,156,15.28
21-110,2.27,,,,21,110,2.27
125-111,11.31,,,,125,111,11.31
66-85,56.77,,,,66,85,56.77
181-107,366.39,,,,181,107,366.39
129-88,36.44,,,,129,88,36.44
26-69,22.24,,,,26,69,22.24
192-40,7.32,,,,192,40,7.32
24-85,143.23,,,,24,85,143.23
177-31,11.58,,,,177,31,11.58
66-3117,30.25,,,,66,3117,30.25
43-150,5.71,,,,43,150,5.71
107-139,5.35,,,,107,139,5.35
16-129,41.36,,,,16,129,41.36
86-37,27.18,,,,86,37,27.18
20-179,6.74,,,,20,179,6.74
20-131,4.56,,,,20,131,4.56
69-16,28.7,,,,69,16,28.7
37-146,4.12,,,,37,146,4.12
64-66,187.03,,,,64,66,187.03
179-27,2.39,,,,179,27,2.39
135-85,39.32,,,,135,85,39.32
150-76,27.77,,,,150,76,27.77
43790,40.71,,,,43790,,40.71
16-158,10.36,,,,16,158,10.36
76-193,22.32,,,,76,193,22.32
111-20,8.69,,,,111,20,8.69
29-31,65.93,,,,29,31,65.93
21-108,14,,,,21,108,14
116-3102,40.62,,,,116,3102,40.62
127-114,164.93,,,,127,114,164.93
24-194,53.12,,,,24,194,53.12
68-11,76.85,,,,68,11,76.85
176-68,970.46,,,,176,68,970.46
136-76,5.84,,,,136,76,5.84
110-130,8.51,,,,110,130,8.51
69-3071,16.14,,,,69,3071,16.14
194-135,20.73,,,,194,135,20.73
81-152,157.58,,,,81,152,157.58
136-64,7.41,,,,136,64,7.41
116-3081,16.75,,,,116,3081,16.75
70-69,286.75,,,,70,69,286.75
181-3112,606.37,,,,181,3112,606.37
111-106,28.49,,,,111,106,28.49
18-27,2.59,,,,18,27,2.59
117-142,118.49,,,,117,142,118.49
86-47,8.93,,,,86,47,8.93
24-3065,18.65,,,,24,3065,18.65
142-129,25.38,,,,142,129,25.38
69-176,59.5,,,,69,176,59.5
35-139,1.71,,,,35,139,1.71
60-110,24.71,,,,60,110,24.71
190-106,17.43,,,,190,106,17.43
108-81,82.17,,,,108,81,82.17
110-116,7,,,,110,116,7
136-34,1.01,,,,136,34,1.01
150-117,34.87,,,,150,117,34.87
149-3071,0.87,,,,149,3071,0.87
103-3071,56.07,,,,103,3071,56.07
17-163,0.6,,,,17,163,0.6
135-26,14.82,,,,135,26,14.82
76-25,2.02,,,,76,25,2.02
75-185,37.69,,,,75,185,37.69
16-163,6.67,,,,16,163,6.67
25-88,1.09,,,,25,88,1.09
135-60,12.35,,,,135,60,12.35
88-116,152.58,,,,88,116,152.58
75-129,1.68,,,,75,129,1.68
130-3102,11.52,,,,130,3102,11.52
106-114,23.51,,,,106,114,23.51
27-64,1.17,,,,27,64,1.17
176-152,813.02,,,,176,152,813.02
194-35,16.36,,,,194,35,16.36
28-136,19.67,,,,28,136,19.67
81-107,344.22,,,,81,107,344.22
194-60,38.4,,,,194,60,38.4
103-104,55.02,,,,103,104,55.02
146-43,10.6,,,,146,43,10.6
106-75,13.03,,,,106,75,13.03
66-44,15.87,,,,66,44,15.87
185-20,516.6,,,,185,20,516.6
70-117,221.61,,,,70,117,221.61
104-16,60.09,,,,104,16,60.09
31-37,93.23,,,,31,37,93.23
21-136,5.68,,,,21,136,5.68
129-114,54.7,,,,129,114,54.7
47-44,1.75,,,,47,44,1.75
117-185,347.61,,,,117,185,347.61
64-145,24.92,,,,64,145,24.92
26-176,48.13,,,,26,176,48.13
135-3065,11.58,,,,135,3065,11.58
35-20,7.57,,,,35,20,7.57
190-139,5.8,,,,190,139,5.8
127-136,15.8,,,,127,136,15.8
106-115,30.41,,,,106,115,30.41
125-139,12.42,,,,125,139,12.42
125-106,45.1,,,,125,106,45.1
44-108,3.36,,,,44,108,3.36
135-145,33.67,,,,135,145,33.67
115-176,124.76,,,,115,176,124.76
145-149,29.67,,,,145,149,29.67
171-37,20.42,,,,171,37,20.42
34-69,6.92,,,,34,69,6.92
179-35,3.9,,,,179,35,3.9
145-43,5.29,,,,145,43,5.29
75-146,19.23,,,,75,146,19.23
106-20,9.6,,,,106,20,9.6
110-28,18.26,,,,110,28,18.26
146-185,72.29,,,,146,185,72.29
16-135,8.95,,,,16,135,8.95
176-27,13.69,,,,176,27,13.69
117-110,65.75,,,,117,110,65.75
110-88,63.04,,,,110,88,63.04
110-27,0.79,,,,110,27,0.79
107-181,10.21,,,,107,181,10.21
100-18,44.05,,,,100,18,44.05
152-139,17.34,,,,152,139,17.34
130-26,3.68,,,,130,26,3.68
104-192,6.53,,,,104,192,6.53
31-66,74.42,,,,31,66,74.42
166-139,8.2,,,,166,139,8.2
70-85,433.67,,,,70,85,433.67
85-135,186.96,,,,85,135,186.96
131-81,36.35,,,,131,81,36.35
117-116,27.74,,,,117,116,27.74
64-3118,61.98,,,,64,3118,61.98
81-75,221.13,,,,81,75,221.13
35-177,2.09,,,,35,177,2.09
100-74,32.63,,,,100,74,32.63
104-3065,10.39,,,,104,3065,10.39
106-26,9.93,,,,106,26,9.93
15281,23.65,,,,15281,,23.65
34-75,4.8,,,,34,75,4.8
35-181,9.55,,,,35,181,9.55
31-60,19.32,,,,31,60,19.32
129-116,3.24,,,,129,116,3.24
64-185,102.1,,,,64,185,102.1
156-3118,6.55,,,,156,3118,6.55
37-74,1.31,,,,37,74,1.31
21-149,6.71,,,,21,149,6.71
16-35,17.3,,,,16,35,17.3
191-43,63.74,,,,191,43,63.74
107-3024,4.29,,,,107,3024,4.29
69-70,35.92,,,,69,70,35.92
47-64,1.45,,,,47,64,1.45
103-115,93.01,,,,103,115,93.01
28-3024,60.01,,,,28,3024,60.01
129-179,6.68,,,,129,179,6.68
26-24,67.11,,,,26,24,67.11
20-185,36.58,,,,20,185,36.58
131-116,6.96,,,,131,116,6.96
156-110,21.07,,,,156,110,21.07
86-11,121.44,,,,86,11,121.44
11-103,26.71,,,,11,103,26.71
117-193,35.77,,,,117,193,35.77
11-190,17.92,,,,11,190,17.92
66-179,17.89,,,,66,179,17.89
88-176,598.93,,,,88,176,598.93
69-3112,15.01,,,,69,3112,15.01
54-3081,2.63,,,,54,3081,2.63
100-31,59.13,,,,100,31,59.13
70-116,60.93,,,,70,116,60.93
86-117,234.37,,,,86,117,234.37
190-3118,11.91,,,,190,3118,11.91
156-104,13.87,,,,156,104,13.87
127-3024,33.11,,,,127,3024,33.11
117-130,21.29,,,,117,130,21.29
139-166,3.95,,,,139,166,3.95
64-194,99.72,,,,64,194,99.72
193-181,64.61,,,,193,181,64.61
100-165,4.74,,,,100,165,4.74
76-146,13.68,,,,76,146,13.68
176-18,322.62,,,,176,18,322.62
117-156,19.09,,,,117,156,19.09
104-190,22.41,,,,104,190,22.41
37-64,18.17,,,,37,64,18.17
125-191,26.84,,,,125,191,26.84
64-35,23.13,,,,64,35,23.13
24-104,68.7,,,,24,104,68.7
76-3114,8.21,,,,76,3114,8.21
35-149,2.38,,,,35,149,2.38
103-194,33.26,,,,103,194,33.26
103-192,13.62,,,,103,192,13.62
192-81,64.88,,,,192,81,64.88
74-20,15.76,,,,74,20,15.76
86-3114,12.84,,,,86,3114,12.84
64-192,89.03,,,,64,192,89.03
28-26,75.08,,,,28,26,75.08
31-11,54.89,,,,31,11,54.89
111-145,5.36,,,,111,145,5.36
106-177,5.66,,,,106,177,5.66
103-29,60.46,,,,103,29,60.46
193-163,4.36,,,,193,163,4.36
171-145,91.78,,,,171,145,91.78
26-68,74.33,,,,26,68,74.33
81-44,118.22,,,,81,44,118.22
190-3065,4.3,,,,190,3065,4.3
131-26,14.67,,,,131,26,14.67
185-100,86.1,,,,185,100,86.1
129-18,15.21,,,,129,18,15.21
74-103,123.03,,,,74,103,123.03
136-158,10.19,,,,136,158,10.19
86-114,208.98,,,,86,114,208.98
136-111,1.95,,,,136,111,1.95
24-111,38.36,,,,24,111,38.36
142-176,160.97,,,,142,176,160.97
114-176,113.55,,,,114,176,113.55
194-116,54.52,,,,194,116,54.52
43786,80.84,,,,43786,,80.84
54-152,4.49,,,,54,152,4.49
131-114,21.9,,,,131,114,21.9
86-3081,85.75,,,,86,3081,85.75
76-176,63.92,,,,76,176,63.92
21-40,14.07,,,,21,40,14.07
75-27,1.24,,,,75,27,1.24
20-86,29.75,,,,20,86,29.75
41-64,9.55,,,,41,64,9.55
176-3114,185.5,,,,176,3114,185.5
156-194,82.86,,,,156,194,82.86
130-40,2.98,,,,130,40,2.98
29-104,4.72,,,,29,104,4.72
190-145,5.09,,,,190,145,5.09
34-115,17.57,,,,34,115,17.57
131-16,33.14,,,,131,16,33.14
66-104,21.9,,,,66,104,21.9
35-75,3.7,,,,35,75,3.7
149-191,8.73,,,,149,191,8.73
76-122,39.58,,,,76,122,39.58
179-179,18.62,,,,179,179,18.62
194-125,81.75,,,,194,125,81.75
54-171,6.08,,,,54,171,6.08
69-116,4.71,,,,69,116,4.71
131-68,24.44,,,,131,68,24.44
190-185,86.29,,,,190,185,86.29
190-47,0.67,,,,190,47,0.67
116-31,22.68,,,,116,31,22.68
25-17,0.78,,,,25,17,0.78
104-21,31.07,,,,104,21,31.07
74-179,13.37,,,,74,179,13.37
21-86,26.43,,,,21,86,26.43
129-70,53.68,,,,129,70,53.68
191-29,72.33,,,,191,29,72.33
69-100,58.92,,,,69,100,58.92
193-165,4.73,,,,193,165,4.73
194-26,88.42,,,,194,26,88.42
194-171,102.61,,,,194,171,102.61
88-129,81.95,,,,88,129,81.95
130-74,16.31,,,,130,74,16.31
129-146,11.73,,,,129,146,11.73
117-139,28.45,,,,117,139,28.45
110-191,38.99,,,,110,191,38.99
43-3071,2.3,,,,43,3071,2.3
149-177,2.27,,,,149,177,2.27
176-88,448.75,,,,176,88,448.75
31-24,55.56,,,,31,24,55.56
76-35,6.8,,,,76,35,6.8
177-166,18.56,,,,177,166,18.56
18-44,7.46,,,,18,44,7.46
135-20,26.49,,,,135,20,26.49
176-136,62.66,,,,176,136,62.66
68-3071,12.3,,,,68,3071,12.3
142-171,44.7,,,,142,171,44.7
41-35,12.37,,,,41,35,12.37
193-34,11.51,,,,193,34,11.51
20-47,7.16,,,,20,47,7.16
76-192,18.65,,,,76,192,18.65
11-177,29.32,,,,11,177,29.32
88-16,475.97,,,,88,16,475.97
18-3114,1.46,,,,18,3114,1.46
194-3102,145.18,,,,194,3102,145.18
135-75,21.78,,,,135,75,21.78
108-3065,5.35,,,,108,3065,5.35
116-74,27.65,,,,116,74,27.65
11628,178.9,,,,11628,,178.9
125-135,13.2,,,,125,135,13.2
185-110,62.79,,,,185,110,62.79
179-44,3.93,,,,179,44,3.93
191-165,33.3,,,,191,165,33.3
28-81,57.45,,,,28,81,57.45
149-190,5.71,,,,149,190,5.71
149-114,7.76,,,,149,114,7.76
116-190,53.27,,,,116,190,53.27
74-35,10.63,,,,74,35,10.63
185-44,311.01,,,,185,44,311.01
127-17,79.63,,,,127,17,79.63
149-150,6.83,,,,149,150,6.83
136-166,1.41,,,,136,166,1.41
85-149,93.41,,,,85,149,93.41
17-29,78.91,,,,17,29,78.91
166-171,32.01,,,,166,171,32.01
41-3024,7.99,,,,41,3024,7.99
139-179,2.78,,,,139,179,2.78
20-3065,1.93,,,,20,3065,1.93
108-3024,11.95,,,,108,3024,11.95
70-139,102.15,,,,70,139,102.15
166-69,9.17,,,,166,69,9.17
74-100,213.31,,,,74,100,213.31
117-29,69.63,,,,117,29,69.63
75-11,17.71,,,,75,11,17.71
129-64,19.64,,,,129,64,19.64
28-3112,44.59,,,,28,3112,44.59
136-177,2.31,,,,136,177,2.31
81-171,126.62,,,,81,171,126.62
127-85,486.2,,,,127,85,486.2
64-146,40.82,,,,64,146,40.82
127-111,143.38,,,,127,111,143.38
110-60,2.65,,,,110,60,2.65
60-136,11.42,,,,60,136,11.42
129-3114,1.11,,,,129,3114,1.11
130-76,12.2,,,,130,76,12.2
150-3102,22.94,,,,150,3102,22.94
37-122,18.61,,,,37,122,18.61
29-136,18.44,,,,29,136,18.44
103-3081,19.72,,,,103,3081,19.72
35-3117,3.2,,,,35,3117,3.2
194-70,202.38,,,,194,70,202.38
193-104,8.29,,,,193,104,8.29
166-41,3.22,,,,166,41,3.22
107-125,7.78,,,,107,125,7.78
130-3114,1.01,,,,130,3114,1.01
190-76,17,,,,190,76,17
142-116,33.47,,,,142,116,33.47
60-24,128.78,,,,60,24,128.78
20-20,146.85,,,,20,20,146.85
156-149,11.37,,,,156,149,11.37
130-139,97.34,,,,130,139,97.34
103-88,137.48,,,,103,88,137.48
41-131,2.27,,,,41,131,2.27
107-177,1.21,,,,107,177,1.21
21-3117,7.23,,,,21,3117,7.23
34-17,15.68,,,,34,17,15.68
166-114,5.63,,,,166,114,5.63
17-149,5.02,,,,17,149,5.02
125-17,36.53,,,,125,17,36.53
26-3101,9.78,,,,26,3101,9.78
111-193,6.97,,,,111,193,6.97
191-3114,5.72,,,,191,3114,5.72
135-43,17.88,,,,135,43,17.88
86-28,241.17,,,,86,28,241.17
76-31,79.52,,,,76,31,79.52
66-127,35.09,,,,66,127,35.09
16-145,18.63,,,,16,145,18.63
29-185,61.56,,,,29,185,61.56
43-20,8.22,,,,43,20,8.22
131-18,13.52,,,,131,18,13.52
69-54,9.04,,,,69,54,9.04
68-107,36.45,,,,68,107,36.45
110-3112,38.39,,,,110,3112,38.39
110-3117,41.57,,,,110,3117,41.57
139-88,39.32,,,,139,88,39.32
41-106,4.14,,,,41,106,4.14
125-35,11.33,,,,125,35,11.33
130-75,7.64,,,,130,75,7.64
166-163,7.66,,,,166,163,7.66
69-3024,14.23,,,,69,3024,14.23
76-100,204.48,,,,76,100,204.48
66-108,20.59,,,,66,108,20.59
88-86,1040.38,,,,88,86,1040.38
68-165,38.9,,,,68,165,38.9
192-171,23.86,,,,192,171,23.86
125-68,39.52,,,,125,68,39.52
43794,4.16,,,,43794,,4.16
34-11,8.49,,,,34,11,8.49
191-86,272.67,,,,191,86,272.67
76-74,71.69,,,,76,74,71.69
193-156,29.6,,,,193,156,29.6
108-171,9.75,,,,108,171,9.75
149-135,21,,,,149,135,21
24-156,56.69,,,,24,156,56.69
116-3101,70.77,,,,116,3101,70.77
176-70,1062.14,,,,176,70,1062.14
129-103,33.08,,,,129,103,33.08
103-86,126.67,,,,103,86,126.67
190-17,10.13,,,,190,17,10.13
11-193,36.45,,,,11,193,36.45
166-20,10.76,,,,166,20,10.76
34-44,6.93,,,,34,44,6.93
106-74,11.15,,,,106,74,11.15
37-24,11.07,,,,37,24,11.07
60-149,18.25,,,,60,149,18.25
176-194,1573.51,,,,176,194,1573.51
142-34,16.33,,,,142,34,16.33
81-166,206.34,,,,81,166,206.34
145-107,6.17,,,,145,107,6.17
177-114,21.7,,,,177,114,21.7
20-3024,12.95,,,,20,3024,12.95
166-3112,5.76,,,,166,3112,5.76
166-3065,0.53,,,,166,3065,0.53
64-166,23.33,,,,64,166,23.33
114-190,86.74,,,,114,190,86.74
85-111,105.97,,,,85,111,105.97
191-107,55.57,,,,191,107,55.57
75-191,27.55,,,,75,191,27.55
185-3117,570.28,,,,185,3117,570.28
69-145,8.38,,,,69,145,8.38
171-31,140.65,,,,171,31,140.65
171-139,105.31,,,,171,139,105.31
171-156,195.49,,,,171,156,195.49
21-192,8.24,,,,21,192,8.24
181-129,102.68,,,,181,129,102.68
130-176,24.06,,,,130,176,24.06
103-74,26.2,,,,103,74,26.2
34-163,1.15,,,,34,163,1.15
192-185,42.41,,,,192,185,42.41
191-75,59.79,,,,191,75,59.79
